global_rank,province,macro_region,location_count,maximum_irrigation_capacity_people,maximum_land_improvement_capacity_people,maximum_infrastructure_capacity_people,maximum_population_capacity_development_100_people
985,karagau_province,central_asia,5,816986.4297509835,0.0,816986.4297509835,1002986.4297509835
986,jech_doab,south_asia,6,439417.7528876647,0.0,439417.7528876647,1002417.7528876647
987,vanni,south_asia,4,341508.5433127774,76756.22645871797,418264.76977149537,1002264.7697714954
988,ishikari_province,east_asia,7,1510.5272933465794,756927.1399423713,758437.6672357179,999437.667235718
989,kissi_province,west_africa,6,889048.0346018036,0.0,889048.0346018036,999048.0346018036
990,western_adamawa_province,central_africa,7,422170.3746130099,287793.9351793915,709964.3097924015,998964.3097924015
991,oklahannali_province,north_america,3,3882.9017505232177,971519.5988383313,975402.5005888545,998402.5005888545
992,bisert_province,eastern_europe,5,199.95114315954652,781938.6319712038,782138.5831143634,997138.5831143634
993,shire_province,southern_africa,5,103309.43008377144,456143.94861189235,559453.3786956639,996453.3786956639
994,kuda_nadu,south_asia,7,124758.04134229325,579190.1419349789,703948.1832772722,995948.1832772722
995,santubong_province,south_east_asia,5,738.7850593162711,866802.5042227434,867541.2892820598,992541.2892820598
996,karta_pintingga_province,australasia,11,320074.46959275915,0.0,320074.46959275915,992074.4695927592
997,sosso_province,west_africa,6,460974.55587450607,0.0,460974.55587450607,991974.555874506
998,wemba_wemba_province,australasia,13,479945.0851618943,35283.08844968469,515228.17361157906,991228.173611579
999,yongzhou_province,east_asia,5,2456.45046740826,868104.2708807467,870560.7213481548,990560.7213481548
1000,bortala_province,east_asia,5,621553.7076153385,80243.36461868706,701797.0722340256,989797.0722340256
1001,hamheung_province,east_asia,4,310.3487912633984,870425.9517778751,870736.3005691385,989736.3005691385
1002,banggai_province,south_east_asia,6,748.7326905062745,686708.5584857375,687457.2911762438,989457.2911762437
1003,chenzhou_province,east_asia,6,258.84315551935583,697366.2663040061,697625.1094595254,988625.1094595254
1004,north_shuswap_province,north_america,6,420.94089557216955,659913.3668641814,660334.3077597535,988334.3077597535
1005,waalo_province,west_africa,3,935137.6477811167,0.0,935137.6477811167,988137.6477811167
1006,gird,south_asia,8,535015.919129048,0.0,535015.919129048,987015.919129048
1007,kelif_province,central_asia,7,871151.3396987156,0.0,871151.3396987156,984151.3396987156
1008,upper_kapuas_province,south_east_asia,5,24.564129253000136,862763.5420813827,862788.1062106357,983788.1062106357
1009,farghana_province,central_asia,5,492767.14182657027,4525.312149987474,497292.45397655776,983292.4539765577
1010,tlapan_province,north_america,5,40627.04077357754,764347.6031825778,804974.6439561553,980974.6439561553
1011,guizhou_province,east_asia,7,2046.9222019222825,752635.2975464831,754682.2197484053,979682.2197484054
1012,jiujiang_province,east_asia,5,5547.103992976724,434352.8890298002,439899.9930227769,978899.9930227769
1013,riau_kampar_province,south_east_asia,6,2642.227009728085,823149.2758409627,825791.5028506907,978791.5028506907
1014,tidni_province,australasia,10,539185.6727711998,0.0,539185.6727711998,978185.6727711998
1015,khash_province,middle_east,4,925197.2340000742,0.0,925197.2340000742,977197.2340000742
1016,nagornaya_province,eastern_europe,8,1383.4651313133268,802454.2064115765,803837.6715428898,975837.6715428898
1017,zhangzhou_province,east_asia,9,4197.117950928628,545590.6118780222,549787.7298289508,974787.7298289508
1018,luzhkaya_province,eastern_europe,8,4177.389286740097,902477.3218330584,906654.7111197985,974654.7111197985
1019,river_dakelh_province,north_america,7,7016.138542207931,609626.8262558252,616642.9647980331,974642.9647980331
1020,fuzhou_province,east_asia,8,1599.4200394340062,460023.94902921276,461623.36906864675,974623.3690686468
1021,bheri_province,south_asia,7,7669.973494885994,763625.2818604829,771295.2553553688,971295.2553553688
1022,melawai_province,south_east_asia,5,1113.1960825237081,932946.2239234415,934059.4200059652,971059.4200059652
1023,ilibalyk_province,central_asia,7,501186.1156221103,157623.71689030546,658809.8325124158,970809.8325124157
1024,lucknow_province,south_asia,5,419229.18335873727,0.0,419229.18335873727,970229.1833587373
1025,delhi_province,south_asia,5,524028.71922217857,0.0,524028.71922217857,970028.7192221786
1026,elki_province,south_america,7,459047.34623581596,0.0,459047.34623581596,969047.3462358159
1027,golconda_province,south_asia,14,179168.02838024966,0.0,179168.02838024966,968168.0283802496
1028,samegrelo_province,eastern_europe,6,1375.8966301380106,495393.5670841611,496769.46371429914,967769.4637142991
1029,mbwila_province,central_africa,7,82068.07295483226,416469.3280711236,498537.40102595586,966537.4010259558
1030,gorgan_province,middle_east,9,662397.8089288553,0.0,662397.8089288553,966397.8089288553
1031,tara_province,north_asia,5,7079.807236005782,785795.1518321553,792874.9590681612,965874.9590681612
1032,bidai_province,north_america,4,116533.652313189,725508.0241828569,842041.6764960459,964041.6764960459
1033,south_betsimisaraka_province,east_africa,4,4170.618160008624,770779.6384337366,774950.2565937452,963950.2565937452
1034,tsenacommacah_province,north_america,5,18553.907574838064,787670.9807319345,806224.8883067726,963224.8883067727
1035,basra_province,middle_east,7,823177.1527282093,0.0,823177.1527282093,962177.1527282093
1036,tongzhou_province,east_asia,3,112613.44994998162,207180.67906827488,319794.1290182565,961794.1290182564
1037,gyeongju_province,east_asia,6,363.7117216838121,780037.4564328906,780401.1681545745,961401.1681545745
1038,sambalpur_garjats,south_asia,9,485204.04035805224,89939.19630908607,575143.2366671383,961143.2366671383
1039,chuzhou_zhejiang_province,east_asia,10,118.43744085220177,426771.64174596366,426890.0791868159,960890.0791868159
1040,chambeshi_province,east_africa,6,420869.63091975485,358556.68569283135,779426.3166125863,960426.3166125863
1041,muskegon_province,north_america,3,13418.587133975909,918958.0823596364,932376.6694936124,960376.6694936124
1042,casamance_province,west_africa,7,644151.0773089888,0.0,644151.0773089888,959151.0773089888
1043,bungku_province,south_east_asia,5,1143.4240390941272,723711.4496655732,724854.8737046673,958854.8737046672
1044,chach_province,central_asia,7,550828.5360312447,134519.5467137659,685348.0827450105,958348.0827450105
1045,shekhawati,south_asia,4,599145.1245892122,0.0,599145.1245892122,958145.1245892122
1046,khandesh,south_asia,10,457552.337635789,0.0,457552.337635789,955552.337635789
1047,tesinigh_province,north_america,3,1214.079130271453,930455.9176851264,931669.9968153979,954669.9968153979
1048,tasmania_province,australasia,9,0.0,562922.8820514323,562922.8820514323,951922.8820514323
1049,yanping_province,east_asia,7,128.478497181286,558671.1705850472,558799.6490822285,951799.6490822285
1050,bonny_province,west_africa,6,4180.883146646629,662369.8770962398,666550.7602428865,949550.7602428865
1051,dosso_province,west_africa,5,851215.7651616081,0.0,851215.7651616081,949215.7651616081
1052,boussouma_province,west_africa,6,465581.5333775308,0.0,465581.5333775308,948581.5333775308
1053,tes_province,east_asia,5,62570.80761329709,620615.6458084944,683186.4534217914,948186.4534217914
1054,palawan_province,south_east_asia,5,4897.171233457018,683460.3689236445,688357.5401571016,946357.5401571016
1055,bangka_province,south_east_asia,4,815.6935171512296,543774.2159392091,544589.9094563603,945589.9094563603
1056,halab_province,middle_east,8,679308.295803968,0.0,679308.295803968,945308.295803968
1057,red_sea_coast_province,north_africa,5,851223.8819388445,0.0,851223.8819388445,945223.8819388445
1058,bhattiana_province,south_asia,4,703963.4359086277,0.0,703963.4359086277,943963.4359086277
1059,astrakhan_province,eastern_europe,4,787802.8689263107,0.0,787802.8689263107,943802.8689263107
1060,timbuktu_province,west_africa,5,775082.8280464562,0.0,775082.8280464562,941082.8280464562
1061,north_muntenia_province,eastern_europe,8,9517.007074959582,450556.901014264,460073.90808922355,940073.9080892236
1062,hims_province,middle_east,8,702795.6620856466,0.0,702795.6620856466,939795.6620856466
1063,barysaw_province,eastern_europe,5,2.6449304617964966,434404.36068351683,434407.00561397866,938407.0056139787
1064,west_kra_province,south_east_asia,5,31473.482259431494,608724.813298803,640198.2955582344,938198.2955582344
1065,hengzhou_province,east_asia,5,3885.903413469203,709242.3557902372,713128.2592037064,938128.2592037064
1066,raqqa_province,middle_east,6,788778.3571167126,0.0,788778.3571167126,937778.3571167126
1067,moscow_province,eastern_europe,6,2016.2432185834418,627561.9923842249,629578.2356028083,936578.2356028084
1068,bolon_province,east_asia,6,55188.2591787235,727077.1104050521,782265.3695837756,936265.3695837756
1069,huizhou_province,east_asia,7,87.5058273859041,383455.45341750653,383542.95924489247,934542.9592448925
1070,nistassinan_province,north_america,10,829.7092451127307,534556.9865872187,535386.6958323314,934386.6958323314
1071,nanen_province,east_asia,6,18157.04284301902,445141.57842831244,463298.62127133145,934298.6212713314
1072,east_fezzan_province,north_africa,5,768244.9052069538,0.0,768244.9052069538,933244.9052069538
1073,smolensk_province,eastern_europe,6,878.9929410408486,630732.8000444346,631611.7929854754,932611.7929854754
1074,damot_province,east_africa,3,13640.297343775524,854657.5345551034,868297.8318988788,932297.8318988788
1075,tu_nedhe_province,north_america,5,0.0,782354.6345584706,782354.6345584706,931354.6345584705
1076,oklafalaya_province,north_america,3,2986.418321695575,844275.0714227689,847261.4897444644,929261.4897444644
1077,wetsuweten_province,north_america,7,72.00049416657973,756097.6108146571,756169.6113088236,928169.6113088236
1078,taungoo_province,south_east_asia,5,57154.10394975973,735100.0588163941,792254.1627661537,927254.1627661537
1079,nura_province,central_asia,5,599459.5879385176,0.0,599459.5879385176,926459.5879385176
1080,kongu_nadu,south_asia,11,254377.19056989957,14791.626758632685,269168.8173285322,926168.8173285322
1081,mocama_province,north_america,4,61375.47451149979,559826.8414628733,621202.315974373,925202.315974373
1082,coyolapan_province,north_america,6,0.0,707625.6220237302,707625.6220237302,923625.6220237302
1083,bezanozano_province,east_africa,4,54832.63133355623,684703.3247989645,739535.9561325207,923535.9561325207
1084,shaozhou_province,east_asia,5,32.041026607270936,389265.1363588337,389297.17738544097,923297.1773854409
1085,amur_province,east_asia,6,0.0,856944.864012944,856944.864012944,922944.864012944
1086,kilemba_province,central_africa,7,119647.41389196143,166349.27442219015,285996.6883141516,920996.6883141516
1087,shashe_province,southern_africa,6,595151.8247038303,0.0,595151.8247038303,920151.8247038303
1088,wiskapella_province,north_america,3,874905.3774791358,0.0,874905.3774791358,916905.3774791358
1089,chyorny_yar_province,eastern_europe,6,696304.8621270852,0.0,696304.8621270852,915304.8621270852
1090,szekelyfold_province,eastern_europe,9,1222.974865213098,454771.8698219069,455994.84468712,914994.84468712
1091,shackamaxon_province,north_america,3,449.24489194537006,851911.3116550473,852360.5565469927,914360.5565469927
1092,gobir_province,west_africa,4,780120.0776551651,0.0,780120.0776551651,913120.0776551651
1093,kanpeska_province,north_america,6,649665.3611419263,0.0,649665.3611419263,912665.3611419263
1094,ural_province,central_asia,8,433566.7661009266,246611.2264542161,680177.9925551428,912177.9925551427
1095,seogyeong_province,east_asia,6,4279.533970885053,808021.9124208371,812301.4463917221,910301.4463917221
1096,batina_province,middle_east,7,840923.8065876564,0.0,840923.8065876564,907923.8065876564
1097,kuizhou_province,east_asia,8,598.6930126421328,728233.996305282,728832.6893179241,907832.6893179241
1098,tengiz_province,central_asia,4,620258.4735155974,0.0,620258.4735155974,907258.4735155973
1099,wotapio_province,north_america,7,629153.7806403704,0.0,629153.7806403704,907153.7806403704
1100,kitami_province,east_asia,7,2157.538830797431,613961.6428927224,616119.1817235198,907119.1817235198
1101,west_rukwa_province,east_africa,4,802677.2149361639,0.0,802677.2149361639,906677.2149361639
1102,vyazma_province,eastern_europe,5,1613.7411593208053,516624.8660858219,518238.6072451427,905238.6072451427
1103,salin_province,south_east_asia,4,57158.25564479153,653202.0935206407,710360.3491654323,902360.3491654323
1104,oued_edhahab_province,north_africa,4,808251.4272312734,0.0,808251.4272312734,902251.4272312734
1105,cola_nadu,south_asia,12,315484.3545622938,0.0,315484.3545622938,901484.3545622937
1106,yunnan_province,east_asia,5,3214.0074511788307,540779.4965398073,543993.503990986,900993.5039909862
1107,unzha_province,eastern_europe,5,102.07955431211235,841224.2950272964,841326.3745816086,899326.3745816086
1108,higo_province,east_asia,9,588.7184435008594,518166.43023872597,518755.1486822268,897755.1486822268
1109,mbunda_province,central_africa,12,214381.64741308356,107780.41652782192,322162.06394090544,897162.0639409055
1110,imereti_province,eastern_europe,8,615.083455562231,296393.7056996608,297008.78915522306,897008.789155223
1111,caracas_province,south_america,6,284892.9654932135,488999.74348649074,773892.7089797042,896892.7089797042
1112,beryozovka_province,eastern_europe,7,31.51578009579431,812665.8642758331,812697.3800559288,896697.3800559288
1113,acarau_province,south_america,11,277214.4470195817,0.0,277214.4470195817,896214.4470195817
1114,dongnae_province,east_asia,4,712.1643876569065,601575.6227975732,602287.7871852301,895287.7871852301
1115,tomatlan_province,north_america,4,45487.13004289086,584144.885967946,629632.0160108368,894632.0160108369
1116,mzab_province,north_africa,4,615347.3355590204,0.0,615347.3355590204,894347.3355590204
1117,maidu_province,north_america,5,389374.87662302546,270768.45001503406,660143.3266380596,894143.3266380596
1118,orinucu_province,south_america,7,161827.7149175587,499277.902890646,661105.6178082047,894105.6178082047
1119,kayalyk_province,central_asia,7,563738.6083782772,0.0,563738.6083782772,893738.6083782772
1120,saguia_el_hamra_province,north_africa,4,837043.2389097151,0.0,837043.2389097151,893043.2389097151
1121,trakamma_province,southern_africa,6,663889.3904132157,0.0,663889.3904132157,892889.3904132157
1122,karankawa_province,north_america,5,632837.1473084502,0.0,632837.1473084502,891837.1473084502
1123,selemdzha_province,east_asia,7,290.4425273082208,391316.1912696657,391606.63379697397,891606.633796974
1124,piracicaba_province,south_america,3,0.0,857961.3412309777,857961.3412309777,890961.3412309777
1125,ai_ais_province,southern_africa,5,484782.7128071387,0.0,484782.7128071387,886782.7128071387
1126,nanticoke_province,north_america,3,110856.29408410573,579508.814331471,690365.1084155766,886365.1084155766
1127,cascadia_province,north_america,6,6865.438919149515,765059.4878587713,771924.9267779208,885924.9267779208
1128,vidin_province,eastern_europe,8,17456.327830301154,88386.75532761123,105843.08315791238,885843.0831579124
1129,utembo_province,central_africa,8,553723.011588394,0.0,553723.011588394,885723.011588394
1130,sirpur_province,south_asia,8,349555.22286895383,0.0,349555.22286895383,885555.2228689538
1131,thanh_hoa_province,south_east_asia,5,6422.579848728729,576717.34958102,583139.9294297487,885139.9294297487
1132,north_selish_province,north_america,5,6511.306716536223,813065.28078229,819576.5874988262,884576.5874988262
1133,mzingwane_province,southern_africa,7,548535.1428143012,0.0,548535.1428143012,884535.1428143013
1134,eastern_gobi_province,east_asia,6,781382.5146570714,0.0,781382.5146570714,884382.5146570714
1135,ahom_province,south_asia,4,3854.5566959042476,454127.02344112843,457981.58013703267,883981.5801370327
1136,malheur_province,north_america,6,643806.9037484998,0.0,643806.9037484998,883806.9037484998
1137,iwase_province,east_asia,10,1533.658563147033,618727.6764573056,620261.3350204526,883261.3350204526
1138,hue_province,south_east_asia,4,15082.058727222246,774868.0447364822,789950.1034637045,882950.1034637045
1139,gatineau_province,north_america,7,72.11681032978345,703830.1750595125,703902.2918698422,882902.2918698422
1140,lukuga_province,east_africa,10,344459.6369548208,61198.23641806796,405657.8733728887,882657.8733728887
1141,greater_ussuri_province,east_asia,6,597.4829354226274,780570.5232981523,781168.0062335749,882168.0062335749
1142,xokleng_province,south_america,5,55.23950783913433,792820.4924340206,792875.7319418597,881875.7319418597
1143,northern_vancouver_province,north_america,5,156.79935483461838,224436.64748228353,224593.44683711813,881593.4468371181
1144,awadh_province,south_asia,4,431097.74632989406,0.0,431097.74632989406,881097.746329894
1145,chan_chan_province,south_america,11,508430.124656858,1618.5919860795718,510048.71664293756,881048.7166429376
1146,north_oltenia_province,eastern_europe,7,5813.7062438427065,554027.419134082,559841.1253779246,880841.1253779246
1147,ingatambo_province,south_america,7,0.0,572816.693417547,572816.693417547,879816.693417547
1148,qalancak_province,eastern_europe,6,399510.9442748248,0.0,399510.9442748248,879510.9442748248
1149,tokachi_province,east_asia,7,1117.2577127946165,723200.5525714067,724317.8102842013,879317.8102842013
1150,lower_ghaghara_province,south_asia,6,13129.807612742014,709327.0778261957,722456.8854389378,877456.8854389378
1151,banaro_province,pacific_islands,5,694.7663822010943,669344.1578172824,670038.9241994835,877038.9241994835
1152,gorontalo_province,south_east_asia,7,35.745605133401085,632263.2504712101,632298.9960763435,876298.9960763435
1153,guiyang_province,east_asia,5,1379.428585200757,796696.0331308453,798075.4617160461,876075.4617160461
1154,malvana,south_asia,4,236449.4657493729,466314.7980890934,702764.2638384664,875764.2638384664
1155,loei_province,south_east_asia,5,43385.65365600069,658276.131472737,701661.7851287377,874661.7851287377
1156,zhamshy_province,central_asia,5,827315.4459153694,0.0,827315.4459153694,874315.4459153694
1157,derevskaya_province,eastern_europe,7,396.7404973003041,673454.2982007691,673851.0386980695,873851.0386980695
1158,mosopeleacipi_province,north_america,4,1162.0623838551705,844629.1466859018,845791.209069757,873791.209069757
1159,taiping_province,east_asia,3,8593.754769991434,264006.158546804,272599.9133167954,873599.9133167954
1160,lower_zambezi_province,southern_africa,4,601303.8192323227,93255.58541532606,694559.4046476488,872559.4046476488
1161,mecca_province,middle_east,7,667513.0269607811,0.0,667513.0269607811,871513.0269607811
1162,kostroma_province,eastern_europe,5,27.030110994804396,687403.2098533198,687430.2399643145,870430.2399643146
1163,xiangxiang_province,east_asia,5,3639.5747101731617,750519.4335675808,754159.0082777541,870159.0082777541
1164,east_nuwuvi_province,north_america,5,514826.98299353407,0.0,514826.98299353407,869826.9829935341
1165,muriae_province,south_america,6,0.0,636359.7843619545,636359.7843619545,869359.7843619545
1166,marandet_province,west_africa,3,714172.149491651,0.0,714172.149491651,869172.149491651
1167,yanbu_province,middle_east,6,593314.78672604,0.0,593314.78672604,868314.78672604
1168,donji_kraji_province,eastern_europe,4,671.683384603681,742673.8331762482,743345.5165608518,866345.5165608518
1169,polotsk_province,eastern_europe,6,889.4571607883764,573443.4507232097,574332.9078839981,866332.9078839981
1170,esfarayen_province,central_asia,7,676226.2786248381,0.0,676226.2786248381,866226.2786248381
1171,west_muntenia_province,eastern_europe,8,47362.225008652305,222729.35444756196,270091.57945621427,865091.5794562143
1172,tariaca_province,north_america,6,5326.682898517438,557466.3777704855,562793.0606690029,864793.0606690029
1173,barat_daya_province,south_east_asia,7,31178.966288763408,464867.9141890586,496046.880477822,863046.8804778219
1174,sicheng_province,east_asia,6,13.588495816201561,325605.19633602956,325618.7848318458,862618.7848318457
1175,gourara_province,north_africa,4,795434.6465932251,0.0,795434.6465932251,862434.6465932252
1176,onondagega_province,north_america,3,370.7729480525307,840646.6684321074,841017.44138016,862017.44138016
1177,touggourt_province,north_africa,4,622561.4130485301,0.0,622561.4130485301,861561.4130485301
1178,buandig_province,australasia,11,0.0,0.0,0.0,861000.0
1179,rikuzen_province,east_asia,9,27271.355061353024,564114.3324696663,591385.6875310192,860385.6875310193
1180,lages_province,south_america,4,2572.1625181528902,821474.9721788852,824047.1346970381,860047.1346970381
1181,tiz_province,middle_east,7,749392.7521787985,0.0,749392.7521787985,859392.7521787985
1182,jianchang_province,east_asia,4,85.15105725699502,367302.1043364218,367387.2553936788,859387.2553936788
1183,paraguana_province,south_america,8,508060.03415908315,0.0,508060.03415908315,859060.0341590832
1184,kabul_province,middle_east,7,243718.28195453176,88250.96564693675,331969.2476014685,858969.2476014685
1185,tobolsk_province,north_asia,5,17954.55799275058,549914.9614804859,567869.5194732364,857869.5194732364
1186,khulna_province,south_asia,6,130205.4611926993,365162.8958050654,495368.3569977647,856368.3569977647
1187,columbia_plateau_province,north_america,6,508512.0252216656,134585.8813158457,643097.9065375114,856097.9065375113
1188,asmat_province,pacific_islands,7,635.8148747714316,528270.6545476776,528906.4694224491,855906.4694224491
1189,monghsu_province,south_east_asia,5,30477.44449046385,663898.0852745058,694375.5297649697,855375.5297649697
1190,xunzhou_province,east_asia,5,2908.9458690142706,418142.4425481162,421051.38841713045,854051.3884171305
1191,verzhavsk_province,eastern_europe,6,1083.7109877921505,572913.3718131222,573997.0828009143,853997.0828009143
1192,toropets_province,eastern_europe,7,2191.1485422863425,729200.7526931567,731391.9012354431,853391.9012354431
1193,galam_province,west_africa,7,751818.9934057452,0.0,751818.9934057452,852818.9934057452
1194,totma_province,eastern_europe,8,872.3385330667602,708505.0372681608,709377.3758012276,849377.3758012276
1195,patzcuaro_province,north_america,7,10471.667937263424,167179.68012720667,177651.3480644701,848651.3480644702
1196,tejend_province,central_asia,4,760557.827958484,0.0,760557.827958484,848557.827958484
1197,kafiristan,south_asia,3,0.0,126391.9609778897,126391.9609778897,847391.9609778897
1198,kespek_province,north_america,7,799.9334157957517,662576.0445349921,663375.9779507878,847375.9779507878
1199,xingguo_province,east_asia,3,3846.762462756438,451085.28082026384,454932.04328302026,846932.0432830203
1200,chen_province,east_asia,6,877.5866322470813,649001.1838774265,649878.7705096736,846878.7705096736
1201,sisimbles_province,north_america,4,653812.8026371351,0.0,653812.8026371351,845812.8026371351
1202,mozhaysk_province,eastern_europe,6,2553.477374218088,681823.6020901726,684377.0794643908,845377.0794643908
1203,aru_province,south_east_asia,5,23119.16463045911,621097.1865660041,644216.3511964631,845216.3511964631
1204,perm_province,eastern_europe,5,495.9790242311111,668675.2510865115,669171.2301107426,843171.2301107426
1205,kuki_province,south_asia,5,616.7440463147775,390953.6458788799,391570.3899251947,842570.3899251947
1206,manikpur_province,south_asia,5,336267.71302988054,0.0,336267.71302988054,842267.7130298805
1207,middle_rufiji_province,east_africa,3,255244.31530041137,382515.2742846293,637759.5895850407,841759.5895850407
1208,kusiutta_province,north_america,6,626187.8150439607,2084.9750745648885,628272.7901185256,841272.7901185256
1209,kamma_nadu,south_asia,9,228242.2933259651,0.0,228242.2933259651,841242.2933259651
1210,lower_kagera_province,east_africa,5,224242.23779577072,312971.01261144213,537213.2504072129,841213.2504072128
1211,bezhetsk_province,eastern_europe,5,10.121664182596307,654127.927438795,654138.0491029776,839138.0491029776
1212,tetela_province,north_america,5,1998.6670595626445,373733.32540455426,375731.9924641169,838731.9924641169
1213,tondai_nadu,south_asia,10,366729.07418272056,0.0,366729.07418272056,838729.0741827206
1214,taskala_province,eastern_europe,5,614376.2004580507,0.0,614376.2004580507,838376.2004580507
1215,piterka_province,eastern_europe,7,280730.014883497,0.0,280730.014883497,837730.014883497
1216,sus_province,north_africa,10,667717.8954938849,0.0,667717.8954938849,837717.8954938849
1217,lavras_province,south_america,4,0.0,802341.9284195668,802341.9284195668,837341.9284195668
1218,lower_bundelkhand_province,south_asia,7,383893.9167072687,0.0,383893.9167072687,835893.9167072687
1219,bareilly_province,south_asia,4,210963.2732206867,349563.193817537,560526.4670382238,835526.4670382238
1220,mongkawng_province,south_east_asia,4,38376.03768772562,763823.56834911,802199.6060368356,835199.6060368356
1221,yuanzhou_province,east_asia,4,1278.5151942786847,312656.8892703887,313935.40446466743,833935.4044646674
1222,karasor_province,north_asia,4,594809.9476440793,0.0,594809.9476440793,833809.9476440793
1223,lufubu_province,east_africa,6,421204.8422314526,127599.80547563902,548804.6477070916,831804.6477070916
1224,sarybulak_province,north_asia,5,459142.7021047538,0.0,459142.7021047538,831142.7021047538
1225,lower_rajang_province,south_east_asia,5,75.9502927469339,728105.9430096473,728181.8933023942,827181.8933023943
1226,chanda_province,south_asia,5,348014.02576188016,0.0,348014.02576188016,826014.0257618802
1227,gonabad_province,middle_east,6,738492.394198479,0.0,738492.394198479,825492.394198479
1228,emin_province,central_asia,6,659219.3966355239,0.0,659219.3966355239,825219.3966355239
1229,sabzevar_province,central_asia,6,743070.4299144067,0.0,743070.4299144067,825070.4299144067
1230,nankang_province,east_asia,4,987.9264543973038,371967.53500722296,372955.46146162023,824955.4614616202
1231,missinaibi_province,north_america,7,2640.522632103389,613444.6999132844,616085.2225453878,824085.2225453878
1232,mait_province,south_east_asia,4,21764.286024266927,749172.525779993,770936.8118042599,823936.8118042599
1233,naryn_province,central_asia,6,0.0,459180.0636665221,459180.0636665221,823180.063666522
1234,tingzhou_province,east_asia,8,574.0560352029808,681441.9232520895,682015.9792872925,823015.9792872926
1235,liping_province,east_asia,7,45.59933211928399,534216.1654779194,534261.7648100386,822261.7648100386
1236,bahamas_province,north_america,10,407815.14571313193,0.0,407815.14571313193,821815.145713132
1237,nizhny_novgorod_province,eastern_europe,6,768.4159028040225,525940.9062748384,526709.3221776424,821709.3221776424
1238,dakahliyya_province,north_africa,5,413156.6645813422,0.0,413156.6645813422,821156.6645813421
1239,pothwar_province,south_asia,7,255929.07575688508,33125.56286423502,289054.6386211201,821054.6386211201
1240,mechetnaya_province,eastern_europe,7,253004.54937758978,0.0,253004.54937758978,821004.5493775897
1241,shilka_province,east_asia,4,240.00099284732605,557856.0981180703,558096.0991109175,820096.0991109175
1242,bangalore_province,south_asia,7,283736.77564020193,0.0,283736.77564020193,819736.775640202
1243,kahnuj_province,middle_east,4,788681.5060224802,0.0,788681.5060224802,817681.5060224802
1244,ski_iyo_he_province,north_america,5,408557.74021864275,0.0,408557.74021864275,817557.7402186427
1245,kanara,south_asia,5,112838.8740223771,323544.2931943332,436383.1672167103,817383.1672167103
1246,aacistak_province,north_america,4,657836.7775053545,0.0,657836.7775053545,816836.7775053545
1247,navarre_province,western_europe,8,40162.45474069484,438216.92535697046,478379.3800976653,816379.3800976654
1248,upper_onon_province,east_asia,4,6322.822864758358,359733.99642681645,366056.8192915749,816056.8192915749
1249,hetao_province,east_asia,3,563051.078307863,0.0,563051.078307863,816051.078307863
1250,pinya_province,south_east_asia,5,146139.20948231372,409953.4716834168,556092.6811657305,815092.6811657305
1251,taklamakan_province,east_asia,2,797498.6383254275,0.0,797498.6383254275,814498.6383254275
1252,sadiya_province,south_asia,8,8565.670281963152,608545.2710904345,617110.9413723976,814110.9413723976
1253,dikwa_province,west_africa,4,596920.9080394887,0.0,596920.9080394887,813920.9080394887
1254,zvenigorod_province,eastern_europe,6,1984.3606353794357,687444.715376588,689429.0760119675,813429.0760119675
1255,ndom_province,pacific_islands,5,35804.21501010694,673266.482905712,709070.697915819,813070.697915819
1256,quetta_province,middle_east,6,671664.3769843641,0.0,671664.3769843641,812664.3769843641
1257,mackinac_province,north_america,3,8299.528310775842,619476.649705223,627776.1780159989,809776.1780159989
1258,mandurah_province,australasia,6,454245.5008859288,0.0,454245.5008859288,809245.5008859287
1259,marib_province,middle_east,5,452865.17839471874,0.0,452865.17839471874,808865.1783947188
1260,kamensk_province,north_asia,4,2010.6456976164648,503386.39530200383,505397.0409996203,807397.0409996203
1261,doberai_province,pacific_islands,5,0.0,728401.0572695811,728401.0572695811,806401.0572695811
1262,malaya,south_asia,3,5119.392391133036,730973.8173846753,736093.2097758084,806093.2097758084
1263,farah_province,middle_east,6,716963.8150027569,0.0,716963.8150027569,805963.8150027569
1264,masqat_province,middle_east,7,645658.9359913426,0.0,645658.9359913426,805658.9359913426
1265,kasimov_province,eastern_europe,5,258.11633981529434,117521.61764079868,117779.73398061398,803779.733980614
1266,sipeknekatik_province,north_america,4,606.0067120623119,655973.0543588974,656579.0610709597,803579.0610709597
1267,mosul_province,middle_east,7,475208.2169527759,0.0,475208.2169527759,803208.2169527758
1268,cordillera_province,south_east_asia,4,1724.2287322043485,768644.6773280015,770368.9060602058,801368.9060602058
1269,alamamas_province,north_america,5,682567.2760642689,0.0,682567.2760642689,800567.2760642689
1270,bataih_province,middle_east,5,745618.240279081,0.0,745618.240279081,799618.240279081
1271,nema_province,eastern_europe,5,390.93537546180056,747018.9073190833,747409.8426945452,799409.8426945452
1272,lower_cagayan_province,south_east_asia,7,4463.580639494483,731640.2881895194,736103.8688290139,799103.8688290139
1273,albert_nile_province,east_africa,4,283562.5741401913,107795.37919433336,391357.95333452465,798357.9533345248
1274,em_dinaneni_province,southern_africa,5,524342.8723259179,0.0,524342.8723259179,796342.8723259179
1275,seram_province,south_east_asia,8,79.50161646904863,444225.5628477999,444305.064464269,796305.064464269
1276,tverskaya_province,eastern_europe,5,582.1218635698996,682299.8250868716,682881.9469504416,794881.9469504416
