evidence_id,crop,evidence_state,latitude,longitude,coordinate_uncertainty_km,start_year,end_year,evidence_kind,source_id,source_record_id,source_object_sha256,citation_url,notes
crop_history_000001,banana,known_available,-5.78371111,144.33172222,0,-5000,-4490,dated_archaeological_cultivation_occurrence,unesco_kuk_nomination_2007,UNESCO_887:banana,53ba1c0a355f8e4b8ff8706d4b0b36fbbbe26527ede0ab7ef6e8dea5d9252cd2,https://whc.unesco.org/en/list/887,site=Kuk Early Agricultural Site; UNESCO coordinate=S5 47 1.36 E144 19 54.2; property_area_ha=116; crop is named in the nomination's vegetative-propagation agricultural sequence around 7000-6400 cal BP; use is documented as episodically persistent to the present
crop_history_003503,chickpea,known_available,37.660201,32.806836,10,-6000,-5750,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6542,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Catal Höyük West; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=3; dating_quality=C14; phase=Chalcolithic,"
crop_history_003504,chickpea,known_available,38.21815,39.725498,50,-8800,-8300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6545,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Cayonu (CA1b); country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=EPPNB
crop_history_003505,chickpea,known_available,38.21815,39.725498,50,-8000,-7530,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6547,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Cayonu (CA1c); country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=cell
crop_history_003506,chickpea,known_available,38.21815,39.725498,50,-6600,-6200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6549,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Cayonu (CAY_PN); country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=ass; phase=PNeo
crop_history_003507,chickpea,uncertain,39.849964,30.270436,50,-3200,-2000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6550,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Demircihüyük; country=Turkey; taxon_codes=?Ci; georef_quality=3; sample_quality=2; dating_quality=ass; phase=Bronze Age,Early"
crop_history_003508,chickpea,known_available,39.650672,31.978672,50,-900,-540,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6559,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Gordion; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=C14; phase=Phrygian
crop_history_003509,chickpea,known_available,39.650672,31.978672,50,-330,-100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6561,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Gordion; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=C14; phase=Hellenistic
crop_history_003510,chickpea,known_available,37.55,38.5666,10,1150,1300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6568,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Gritille; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=3; dating_quality=ass; phase=Islamic
crop_history_003511,chickpea,known_available,37.75,38.91999817,10,-4000,-3000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6574,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Hassek Höyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=-; dating_quality=ass; phase=Chalcolithic,Late"
crop_history_003512,chickpea,known_available,37.75,38.91999817,10,-3300,-2100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6575,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Hassek Höyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=-; dating_quality=ass; phase=Bronze Age,Early"
crop_history_003513,chickpea,known_available,37.45,30.58,10,-6500,-4200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6577,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Höyücek; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=-; phase=Neolithic,Ceramic"
crop_history_003514,chickpea,known_available,40.45000076,29.29999924,10,-6030,-5800,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6580,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Ilipinar; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=-; dating_quality=C14; phase=X-IX
crop_history_003515,chickpea,known_available,39.362511,33.786589,50,-1900,-1550,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6582,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kaman-Kalehöyük; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=Bronze Age
crop_history_003516,chickpea,known_available,39.362511,33.786589,50,-2200,-1900,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6586,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Kaman-Kalehöyük; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=Bronze Age,Early"
crop_history_003517,chickpea,known_available,38.623173,27.929905,50,-1650,-1400,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6588,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kaymakci; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=LB1
crop_history_003518,chickpea,known_available,38.623173,27.929905,50,-1400,-1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6589,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kaymakci; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=LB2
crop_history_003519,chickpea,known_available,36.853752,36.15682,10,-1300,-1100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6594,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Kinet Höyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=2; phase=Bronze Age,Late"
crop_history_003520,chickpea,known_available,38.63000107,39.54999924,1,-4500,-3300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6599,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Korucutepe (Chalcolithic); country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=ass; phase=Chalcolithic,Middle"
crop_history_003521,chickpea,known_available,38.63000107,39.54999924,1,-3300,-2100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6600,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Korucutepe (EBA); country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=ass; phase=Bronze Age,Early"
crop_history_003522,chickpea,known_available,39.556392,30.743916,50,-2600,-2300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6604,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Küllüoba (EBAII); country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=Bronze Age,Early"
crop_history_003523,chickpea,known_available,39.556392,30.743916,50,-2300,-2000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6605,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Küllüoba (EBAIII); country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=C14; phase=Bronze Age,Early"
crop_history_003524,chickpea,known_available,37.475974,38.429231,10,-3300,-2900,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6610,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kurban Höyük(EBAI); country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=ass; phase=EBAI
crop_history_003525,chickpea,known_available,37.77999878,30.54999924,1,-4000,-2100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6615,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kuruçay Höyük; country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=ass; phase=Chalcolithic/EBA
crop_history_003526,chickpea,known_available,36.97056,37.997684,10,-3000,-2800,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6619,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Mezraa Hoyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=ass; phase=EBAI
crop_history_003527,chickpea,known_available,36.97056,37.997684,10,-2400,-2000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6620,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Mezraa Hoyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=ass; phase=EBAIII-IV
crop_history_003528,chickpea,known_available,36.97056,37.997684,10,-1800,-1600,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6621,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Mezraa Hoyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=ass; phase=Bronze Age,Middle"
crop_history_003529,chickpea,known_available,36.97056,37.997684,10,1000,1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6622,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Mezraa Hoyük; country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=2; dating_quality=ass; phase=Medieval,"
crop_history_003530,chickpea,uncertain,37.58,38.65,1,-8600,-7950,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6623,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Nevali Cori; country=Turkey; taxon_codes=?Ci; georef_quality=1; sample_quality=2; dating_quality=C14; phase=PPNB
crop_history_003531,chickpea,uncertain,37.813443,40.90865,1,-6480,-6210,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6626,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Salat Camii Yani; country=Turkey; taxon_codes=wCi; georef_quality=1; sample_quality=2; dating_quality=C14; phase=PPNB
crop_history_003532,chickpea,known_available,38.87,38.97,10,-3000,-2800,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6628,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Taskun Mevkii (Asvan); country=Turkey; taxon_codes=Ci; georef_quality=2; sample_quality=1; dating_quality=ass; phase=Bronze Age,Early"
crop_history_003533,chickpea,known_available,36.31999969,36.47999954,1,-1550,-1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6631,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Tell Atchana; country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=ass; phase=Bronze Age,Late"
crop_history_003534,chickpea,known_available,36.33000183,36.45000076,1,-5990,-5510,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6632,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Tell Kurdu; country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=C14; phase=Neolithic,Ceramic"
crop_history_003535,chickpea,known_available,38.65000153,39.45000076,1,-3100,-2100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6634,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Tepecik (EBA); country=Turkey; taxon_codes=Ci; georef_quality=1; sample_quality=2; dating_quality=ass; phase=Bronze Age,Early"
crop_history_003536,chickpea,known_available,39.9575,26.238889,50,-1700,-1400,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6642,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Troia; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=Bronze Age,Middle"
crop_history_003537,chickpea,known_available,39.9575,26.238889,50,-1500,-1190,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6643,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Troia; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=Bronze Age,Late"
crop_history_003538,chickpea,known_available,38.436056,43.450639,50,-1000,-100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6649,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Yoncatepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=ass; phase=-
crop_history_003539,chickpea,known_available,36.801183,34.60401,50,-5000,-4200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6650,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Yumuktepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=2; dating_quality=ass; phase=
crop_history_003540,chickpea,known_available,37.79347,40.793047,50,-882,-611,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6654,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Ziyaret Tepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=Assyrian,Late"
crop_history_003541,chickpea,known_available,37.79347,40.793047,50,-3000,-2000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6655,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Ziyaret Tepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=-
crop_history_003542,chickpea,known_available,37.79347,40.793047,50,-1600,-1050,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6657,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,"site=Ziyaret Tepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=C14; phase=Mitanni,MiddleAssyrian"
crop_history_003543,chickpea,known_available,37.79347,40.793047,50,-1050,-882,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_6658,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Ziyaret Tepe; country=Turkey; taxon_codes=Ci; georef_quality=3; sample_quality=3; dating_quality=ass; phase=-
crop_history_003544,chickpea,known_available,29.258026,30.896375,10,-330,350,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_83,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Hawara; country=Egypt; taxon_codes=Ci; georef_quality=2; sample_quality=1; dating_quality=ass; phase=-
crop_history_003545,chickpea,known_available,24.01943,32.89568,10,500,700,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_87,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Hisn al-Bab; country=Egypt; taxon_codes=Ci; georef_quality=2; sample_quality=; dating_quality=ass; phase=Byzantine
crop_history_003546,cowpea,known_available,22.649434,31.993007,50,300,550,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_112,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Qasr Ibrim; country=Egypt; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=ass; phase=Islamic
crop_history_003547,cowpea,known_available,22.649434,31.993007,50,550,850,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_113,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Qasr Ibrim; country=Egypt; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=AMS; phase=Christian
crop_history_003548,cowpea,known_available,26.156149,34.242563,50,1000,1300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_117,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Quseir al-Qadim; country=Egypt; taxon_codes=Vung; georef_quality=3; sample_quality=3; dating_quality=AMS; phase=Islamic 1000-1300
crop_history_003549,cowpea,uncertain,19.298664,30.177232,10,700,1300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_168,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=EL Hamra (EH-4-008); country=Sudan; taxon_codes=?Vung; georef_quality=2; sample_quality=2; dating_quality=ass; phase=Christian (Mediaval)
crop_history_003550,cowpea,uncertain,31.37063,105.56489,50,-500,-250,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_1814,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Zhengjiaba; country=China; taxon_codes=?Vung; georef_quality=3; sample_quality=2; dating_quality=ass; phase=Pre-Qin
crop_history_003551,cowpea,known_available,16.674139,33.360228,50,1,423,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_186,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Muweis; country=Sudan; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=AMS; phase=Meroitic
crop_history_003552,cowpea,known_available,19.76,30.37,50,800,1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_187,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Nauri; country=Sudan; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=ass; phase=-
crop_history_003553,cowpea,known_available,15.523668,32.680571,50,600,1000,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_201,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Soba; country=Sudan; taxon_codes=Vung; georef_quality=3; sample_quality=3; dating_quality=C14; phase=Christian Nubia
crop_history_003554,cowpea,known_available,18.914427,32.218034,50,-230,-50,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_204,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Umm Muri; country=Sudan; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=AMS; phase=Meroitic
crop_history_003555,cowpea,known_available,-7.989777,39.7826,50,775,980,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_28,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Juani Primary School; country=Tanzania; taxon_codes=Vung; georef_quality=3; sample_quality=3; dating_quality=AMS; phase=775-980 AD
crop_history_003556,cowpea,known_available,23.17363,120.09467243,10,-400,150,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_2863,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Siliao; country=Taiwan; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=C14; phase=Tahu
crop_history_003557,cowpea,known_available,23.17363,120.09467243,10,150,550,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_2864,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Siliao; country=Taiwan; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=C14; phase=Tahu
crop_history_003558,cowpea,known_available,23.17363,120.09467243,10,550,1050,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_2865,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Siliao; country=Taiwan; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=C14; phase=Niasung
crop_history_003559,cowpea,uncertain,23.17363,120.09467243,10,1050,1337,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_2866,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Siliao; country=Taiwan; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=C14; phase=Niasung
crop_history_003560,cowpea,known_available,25.032038,121.509318,50,600,900,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_2893,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Zhiwuyuan; country=Taiwan; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=C14; phase=Shisanhang
crop_history_003561,cowpea,known_available,-28.4336111,30.8066667,1,600,1050,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_302,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Magogo; country=South Africa; taxon_codes=Vung; georef_quality=1; sample_quality=1; dating_quality=-; phase=-
crop_history_003562,cowpea,known_available,-22.762,29.991,10,1200,1300,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_303,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Mutamba; country=South Africa; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=ass; phase=-
crop_history_003563,cowpea,known_available,-14.33888889,28.61666667,50,540,970,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_309,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Mondake 1; country=Zambia; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=C14; phase=540-970 AD
crop_history_003564,cowpea,known_available,-14.27916667,28.59583333,50,-100,700,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_310,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=M'teteshi; country=Zambia; taxon_codes=Vung; georef_quality=3; sample_quality=2; dating_quality=C14; phase=100 BC-AD 700
crop_history_003565,cowpea,known_available,-20.1364,28.4239,1,900,1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_312,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Leopard's Kopje; country=Zimbabwe; taxon_codes=Vung; georef_quality=1; sample_quality=1; dating_quality=C14; phase=AD 900-1200
crop_history_003566,cowpea,uncertain,11.81373,3.2222,50,900,1200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_321,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kantoro; country=Benin; taxon_codes=?Vung; georef_quality=3; sample_quality=3; dating_quality=ass; phase=-
crop_history_003567,cowpea,known_available,11.70447903,3.548702,50,900,1100,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_326,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Madekali Road ; country=Benin; taxon_codes=Vung; georef_quality=3; sample_quality=3; dating_quality=-; phase=-
crop_history_003568,cowpea,known_available,14.648261,-1.934481,10,80,200,dated_archaeobotanical_occurrence,fuller_owcad_2026,OWCAD_v1_row_332,6af22e9b817491590d31d35d76eebb282292f2c35ef6e0e657d264eb082ee46c,https://doi.org/10.1007/s00334-026-01114-6,site=Kissi 22; country=Burikna Faso; taxon_codes=Vung; georef_quality=2; sample_quality=2; dating_quality=-; phase=-
