name,method,category,color,default_market_price,transport_cost,food,block_rgo_upgrade,development_threshold,origin_in_old_world,origin_in_new_world,custom_tags,demand_add,demand_multiply,wealth_impact_threshold,data,source_file,source_line,source_layer,source_mod,source_mode,source_history
alum,mining,raw_material,goods_alum,3.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_alum""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,181,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":470,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":181,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
wine,farming,raw_material,goods_wine,2.0,1.0,,true,,true,,"[""old_world_goods""]","{""all"":0.0004}","{""nobles"":1.5,""slaves"":0.0,""tribesmen"":0.0,""upper"":10.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_wine""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0004}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":10},{""key"":""nobles"",""op"":""="",""value"":1.5},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""region_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""iberia_region"",""op"":""="",""value"":2},{""key"":""italy_region"",""op"":""="",""value"":2},{""key"":""balkan_region"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""sub_continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""south_asia"",""op"":""="",""value"":0.6}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,131,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":477,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":131,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
elephants,farming,raw_material,goods_elephants,5.0,5.0,,true,,,,[],"{""nobles"":0.1}",{},"{""nobles"":2.0}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_elephants""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""demand_only_in_sub_continent"",""op"":""="",""value"":""south_asia""},{""key"":""demand_only_in_region"",""op"":""="",""value"":""indochina_region""},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,240,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":506,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":240,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
marble,mining,raw_material,goods_marble,5.0,3.0,,true,40.0,,,[],"{""nobles"":0.05}",{},"{""nobles"":1.5}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_marble""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":40},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":1.5}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,206,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":525,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":206,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
mercury,mining,raw_material,goods_mercury,3.0,1.0,,true,,,,[],"{""all"":5e-05}","{""tribesmen"":0.0}","{""all"":1.0}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_mercury""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":5e-05}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.0}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,209,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":544,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":209,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
saffron,farming,raw_material,goods_saffron,5.0,1.0,,true,,true,,"[""old_world_goods""]","{""burghers"":0.002,""clergy"":0.005,""nobles"":0.05}",{},"{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_saffron""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.002},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,71,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":564,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":71,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
pepper,farming,raw_material,goods_pepper,5.0,1.0,,true,,true,,"[""old_world_goods""]","{""burghers"":0.0025,""clergy"":0.005,""nobles"":0.05}",{},"{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_pepper""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.0025},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""sub_continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""south_asia"",""op"":""="",""value"":1.5}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,63,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":585,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":63,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
cloves,farming,raw_material,goods_cloves,5.0,1.0,,true,,true,,"[""old_world_goods""]","{""burghers"":0.0025,""clergy"":0.005,""nobles"":0.05}",{},"{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_cloves""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.0025},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,230,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":608,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":230,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
chili,farming,raw_material,goods_chili,5.0,1.0,,true,,,true,"[""new_world_goods""]","{""burghers"":0.0025,""clergy"":0.005,""nobles"":0.05}",{},"{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_chili""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.0025},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""origin_in_new_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""new_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,75,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":628,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":75,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
wool,farming,raw_material,goods_wool,2.5,1.0,0.0,true,,true,,"[""old_world_goods""]",{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_wool""},{""key"":""default_market_price"",""op"":""="",""value"":2.5},{""key"":""base_production"",""op"":""="",""value"":0.0005},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":1.5},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""food"",""op"":""="",""value"":0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,3,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":651,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":3,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
cotton,farming,raw_material,goods_cotton,3.0,1.0,,true,,true,,"[""old_world_goods""]",{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_cotton""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":5},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,190,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/01_plantation_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":1,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":190,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
sugar,farming,raw_material,goods_sugar,3.0,1.0,,true,,true,,"[""old_world_goods""]","{""burghers"":0.005,""clergy"":0.005,""nobles"":0.05}",{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_sugar""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.005},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,218,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/01_plantation_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":12,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":218,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
tobacco,farming,raw_material,goods_tobacco,3.0,1.0,,true,,,true,"[""new_world_goods""]","{""burghers"":0.005,""clergy"":0.005,""nobles"":0.05}",{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_tobacco""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.005},{""key"":""clergy"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""origin_in_new_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""new_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,224,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/01_plantation_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":30,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":224,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
tar,,produced,goods_tar,2.0,1.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_tar""},{""key"":""default_market_price"",""op"":""="",""value"":2}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,1,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":1,""mod_name"":null,""mode"":""CREATE""}]"
porcelain,,produced,goods_porcelain,3.0,1.0,,,20.0,,,[],"{""burghers"":0.003,""upper"":0.009}","{""nobles"":2.0}","{""all"":1.1}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_porcelain""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":0.009},{""key"":""burghers"",""op"":""="",""value"":0.003}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,79,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":7,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":79,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
naval_supplies,,produced,goods_naval_supplies,3.0,1.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_naval_supplies""},{""key"":""default_market_price"",""op"":""="",""value"":3}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,30,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":30,""mod_name"":null,""mode"":""CREATE""}]"
firearms,,produced,goods_firearms,3.0,1.0,,,,,,[],"{""nobles"":0.2,""soldiers"":0.001}",{},"{""all"":1.2}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_firearms""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":1.0},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.2},{""key"":""soldiers"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.2}],""items"":[]}}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,38,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":38,""mod_name"":null,""mode"":""CREATE""}]"
cannons,,produced,goods_cannons,4.0,1.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_cannons""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""transport_cost"",""op"":""="",""value"":1.0}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,54,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":54,""mod_name"":null,""mode"":""CREATE""}]"
weaponry,,produced,goods_weaponry,3.0,1.0,,,,,,[],"{""laborers"":0.0005,""nobles"":0.1,""peasants"":0.0005,""soldiers"":0.0025}",{},"{""all"":1.1}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_weaponry""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1},{""key"":""soldiers"",""op"":""="",""value"":0.0025},{""key"":""laborers"",""op"":""="",""value"":0.0005},{""key"":""peasants"",""op"":""="",""value"":0.0005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,62,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":62,""mod_name"":null,""mode"":""CREATE""}]"
