name,category,produced,output,input_goods,input_amounts,no_upkeep,required_pop_type,required_pop_amount,source_kind,building,production_method_group,production_method_group_index,production_efficiency_modifier,adjusted_output,output_value,input_cost,profit,profit_margin_percent,missing_price_goods,population_basis,output_per_population,source_file,source_line,source_layer,source_mod,source_mode,source_history
pp_distillers_guild_potato_liquor_guild_maintenance,guild_input,liquor,1.0,"[""potato"",""pottery"",""glass""]","[1.975,0.113,0.113]",false,,,inline,distillers_guild,distillers_guild:unique_production_methods:0,0,0.0,1.0,2.5,2.427,0.07299999999999995,3.007828594973216,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_guild_wheat_liquor_guild_maintenance,guild_input,liquor,1.0,"[""wheat"",""pottery"",""glass""]","[1.975,0.113,0.113]",false,,,inline,distillers_guild,distillers_guild:unique_production_methods:0,0,0.0,1.0,2.5,2.427,0.07299999999999995,3.007828594973216,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_guild_beer_liquor_guild_maintenance,guild_input,liquor,1.0,"[""beer"",""pottery"",""glass""]","[0.983,0.115,0.115]",false,,,inline,distillers_guild,distillers_guild:unique_production_methods:0,0,0.0,1.0,2.5,2.426,0.07399999999999984,3.050288540807908,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_guild_wine_liquor_guild_maintenance,guild_input,liquor,1.0,"[""wine"",""pottery"",""glass""]","[0.983,0.115,0.115]",false,,,inline,distillers_guild,distillers_guild:unique_production_methods:0,0,0.0,1.0,2.5,2.426,0.07399999999999984,3.050288540807908,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_sugar_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""sugar"",""pottery"",""glass""]","[0.708,0.117,0.083]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.4899999999999998,0.26000000000000023,10.441767068273103,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_rice_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""rice"",""pottery"",""glass""]","[2.085,0.119,0.096]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.492,0.258,10.353130016051365,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_potato_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""potato"",""pottery"",""glass""]","[2.085,0.119,0.096]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.492,0.258,10.353130016051365,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_wheat_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""wheat"",""pottery"",""glass""]","[2.085,0.119,0.096]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.492,0.258,10.353130016051365,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_beer_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""beer"",""pottery"",""glass""]","[1.008,0.119,0.119]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.492,0.258,10.353130016051365,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distillers_workshop_wine_liquor_workshop_maintenance,workshop_input,liquor,1.1,"[""wine"",""pottery"",""glass""]","[1.008,0.119,0.119]",false,,,inline,distillers_workshop,distillers_workshop:unique_production_methods:0,0,0.0,1.1,2.75,2.492,0.258,10.353130016051365,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distillers_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_manufactory_sugar_distillery_maintenance,manufactory_input,liquor,2.0,"[""sugar"",""pottery"",""glass""]","[1.303,0.13,0.222]",false,,,inline,distiller_manufactory,distiller_manufactory:unique_production_methods:0,0,0.0,2.0,5.0,4.705,0.29499999999999993,6.269925611052071,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_manufactory_rice_distillery_maintenance,manufactory_input,liquor,2.0,"[""rice"",""pottery"",""glass""]","[3.91,0.13,0.222]",false,,,inline,distiller_manufactory,distiller_manufactory:unique_production_methods:0,0,0.0,2.0,5.0,4.706,0.2939999999999996,6.247343816404581,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_manufactory_potato_distillery_maintenance,manufactory_input,liquor,2.0,"[""potato"",""pottery"",""glass""]","[3.91,0.13,0.222]",false,,,inline,distiller_manufactory,distiller_manufactory:unique_production_methods:0,0,0.0,2.0,5.0,4.706,0.2939999999999996,6.247343816404581,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_manufactory_wheat_distillery_maintenance,manufactory_input,liquor,2.0,"[""pottery"",""wheat"",""glass""]","[0.13,3.91,0.222]",false,,,inline,distiller_manufactory,distiller_manufactory:unique_production_methods:0,0,0.0,2.0,5.0,4.706,0.2939999999999996,6.247343816404581,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_manufactory_scottish_whisky_distillery_maintenance,manufactory_input,liquor,2.0,"[""millet"",""pottery"",""glass""]","[3.91,0.13,0.222]",false,,,inline,distiller_manufactory,distiller_manufactory:unique_production_methods:0,0,0.0,2.0,5.0,4.706,0.2939999999999996,6.247343816404581,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_mill_sugar_distillery_mill_maintenance,mills_input,liquor,4.0,"[""sugar"",""pottery"",""glass""]","[2.632,0.146,0.556]",false,,,inline,distiller_mill,distiller_mill:unique_production_methods:0,0,0.0,4.0,10.0,9.71,0.28999999999999915,2.9866117404737293,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_mill_rice_distillery_mill_maintenance,mills_input,liquor,4.0,"[""rice"",""pottery"",""glass""]","[7.372,0.181,0.719]",false,,,inline,distiller_mill,distiller_mill:unique_production_methods:0,0,0.0,4.0,10.0,9.71,0.28999999999999915,2.9866117404737293,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_mill_potato_distillery_mill_maintenance,mills_input,liquor,4.0,"[""potato"",""pottery"",""glass""]","[7.436,0.175,0.699]",false,,,inline,distiller_mill,distiller_mill:unique_production_methods:0,0,0.0,4.0,10.0,9.708,0.2919999999999998,3.007828594973216,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_mill_wheat_distillery_mill_maintenance,mills_input,liquor,4.0,"[""pottery"",""wheat"",""glass""]","[0.175,7.436,0.699]",false,,,inline,distiller_mill,distiller_mill:unique_production_methods:0,0,0.0,4.0,10.0,9.708,0.2919999999999998,3.007828594973216,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_distiller_mill_scottish_whisky_distillery_mill_maintenance,mills_input,liquor,4.0,"[""millet"",""pottery"",""glass""]","[7.328,0.183,0.732]",false,,,inline,distiller_mill,distiller_mill:unique_production_methods:0,0,0.0,4.0,10.0,9.707,0.29299999999999926,3.018440300813838,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_distiller_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_naval_supplies_guild_naval_supplies_guild_maintenance,guild_input,naval_supplies,1.0,"[""lumber"",""fiber_crops"",""tar"",""cloth""]","[0.225,0.564,0.619,0.056]",false,,,inline,naval_supplies_guild,naval_supplies_guild:unique_production_methods:0,0,0.0,1.0,3.0,2.92775,0.07224999999999993,2.4677653488173483,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_naval_supplies_workshop_naval_supplies_workshop_maintenance,workshop_input,naval_supplies,1.1,"[""lumber"",""fiber_crops"",""tar"",""cloth""]","[0.187,0.496,0.683,0.124]",false,,,inline,naval_supplies_workshop,naval_supplies_workshop:unique_production_methods:0,0,0.0,1.1,3.3000000000000003,3.05725,0.24275000000000047,7.940142284733027,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_naval_supplies_manufactory_naval_supplies_manufactory_maintenance,manufactory_input,naval_supplies,2.0,"[""lumber"",""fiber_crops"",""tar"",""cloth""]","[1.038,0.779,0.779,0.259]",false,,,inline,naval_supplies_manufactory,naval_supplies_manufactory:unique_production_methods:0,0,0.0,2.0,6.0,5.7095,0.29049999999999976,5.088011209387858,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_naval_supplies_mill_naval_supplies_mill_maintenance,mills_input,naval_supplies,4.0,"[""lumber"",""fiber_crops"",""tar"",""cloth""]","[2.285,1.713,1.713,0.286]",false,,,inline,naval_supplies_mill,naval_supplies_mill:unique_production_methods:0,0,0.0,4.0,12.0,11.708750000000002,0.291249999999998,2.4874559624212487,[],1.0,4.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_supplies_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_guild_paper_guild_leather_maintenance,guild_input,paper,0.5,"[""leather"",""lumber""]","[0.195,0.195]",false,,,inline,paper_guild,paper_guild:unique_production_methods:0,0,0.0,0.5,1.0,0.92625,0.07374999999999998,7.9622132253711175,[],0.3,1.6666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_guild_paper_guild_fiber_pulp_maintenance,guild_input,paper,1.0,"[""fiber_crops"",""lumber""]","[0.746,0.249]",false,,,inline,paper_guild,paper_guild:unique_production_methods:0,0,0.0,1.0,2.0,1.92775,0.07224999999999993,3.7478926209311334,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_guild_paper_guild_cloth_maintenance,guild_input,paper,1.0,"[""cloth"",""lumber""]","[0.576,0.115]",false,,,inline,paper_guild,paper_guild:unique_production_methods:0,0,0.0,1.0,2.0,1.9292499999999997,0.07075000000000031,3.6672281974860867,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_workshop_paper_workshop_fiber_pulp_maintenance,workshop_input,paper,1.0,"[""fiber_crops""]",[0.879],false,,,inline,paper_workshop,paper_workshop:unique_production_methods:0,0,0.0,1.0,2.0,1.758,0.242,13.765642775881684,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_workshop_paper_workshop_cloth_maintenance,workshop_input,paper,1.1,"[""cloth"",""lumber""]","[0.578,0.129]",false,,,inline,paper_workshop,paper_workshop:unique_production_methods:0,0,0.0,1.1,2.2,1.95975,0.24025000000000007,12.25921673682868,[],0.3,3.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_manufactory_paper_manufactory_maintenance,manufactory_input,paper,2.0,"[""cloth"",""fiber_crops"",""lumber""]","[0.291,1.163,0.291]",false,,,inline,paper_manufactory,paper_manufactory:unique_production_methods:0,0,0.0,2.0,4.0,3.7082499999999996,0.2917500000000004,7.867592530169229,[],0.3,6.666666666666667,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_mill_paper_mill_maintenance,mills_input,paper,2.0,"[""cloth"",""fiber_crops""]","[0.161,1.612]",false,,,inline,paper_mill,paper_mill:unique_production_methods:0,0,0.0,2.0,4.0,3.7070000000000003,0.2929999999999997,7.90396547073104,[],1.0,2.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_paper_mill_paper_wood_pulp_maintenance,mills_input,paper,4.5,"[""lumber""]",[4.976],false,,,inline,paper_mill,paper_mill:unique_production_methods:0,0,0.0,4.5,9.0,8.708,0.2919999999999998,3.353238401469911,[],1.0,4.5,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_paper_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_porcelain_guild_porcelain_guild_maintenance,guild_input,porcelain,1.0,"[""clay"",""coal"",""tools""]","[3.05,0.61,0.061]",false,,,inline,porcelain_guild,porcelain_guild:unique_production_methods:0,0,0.0,1.0,3.0,2.94325,0.05675000000000008,1.9281406608341145,[],0.3,3.3333333333333335,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_porcelain_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_porcelain_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
