name,category,icon,price,price_gold,price_source,effective_price,effective_price_gold,effective_price_source,price_kind,pop_type,employment_size,employment_size_key,max_levels,obsolete_buildings,possible_production_methods,unique_production_methods,unique_production_method_groups,source_file,source_line,source_layer,source_mod,source_mode,source_history
cotton_plantation,colonial_category,,,,,,,,unresolved,slaves,1.0,,farm_capacity_max_cotton_plantation,[],[],"[""pp_cotton_plantation_base_cotton"",""pp_cotton_plantation_field_picking"",""pp_cotton_plantation_gin_house""]","[[""pp_cotton_plantation_base_cotton""],[""pp_cotton_plantation_field_picking"",""pp_cotton_plantation_gin_house""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cotton_plantation.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cotton_plantation.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
tobacco_plantation,colonial_category,,,,,,,,unresolved,slaves,1.0,,farm_capacity_max_tobacco_plantation,[],[],"[""pp_tobacco_plantation_base_tobacco"",""pp_tobacco_plantation_field_cutting"",""pp_tobacco_plantation_curing_barns""]","[[""pp_tobacco_plantation_base_tobacco""],[""pp_tobacco_plantation_field_cutting"",""pp_tobacco_plantation_curing_barns""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tobacco_plantation.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tobacco_plantation.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dock,naval_category,,,,,,,,unresolved,soldiers,,dock_employment,1,[],[],"[""pp_dock_maintenance""]","[[""pp_dock_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dock.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dock.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dry_dock,naval_category,,,,,,,,unresolved,soldiers,,dry_dock_employment,1,"[""dock""]",[],"[""pp_dry_dock_maintenance""]","[[""pp_dry_dock_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dry_dock.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dry_dock.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
shipyard,naval_category,,,,,,,,unresolved,soldiers,,shipyard_employment,1,"[""dry_dock""]",[],"[""pp_shipyard_maintenance""]","[[""pp_shipyard_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_shipyard.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_shipyard.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
grand_shipyard,naval_category,,,,,,,,unresolved,soldiers,,grand_shipyard_employment,1,"[""shipyard""]",[],"[""pp_grand_shipyard_maintenance""]","[[""pp_grand_shipyard_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_grand_shipyard.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_grand_shipyard.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
naval_base,naval_category,,,,,,,,unresolved,soldiers,,naval_base_employment,1,"[""grand_shipyard""]",[],"[""pp_naval_base_maintenance""]","[[""pp_naval_base_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_base.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_naval_base.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
protected_harbor,naval_category,,,,,,,,unresolved,laborers,,dock_employment,1,[],[],"[""protected_harbor_maintenance""]","[[""protected_harbor_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_protected_harbor.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/port_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":253,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_protected_harbor.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
brewery,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_brewery_wheat_brewery_maintenance"",""pp_brewery_millet_brewery_maintenance"",""pp_brewery_fruit_brewery_maintenance"",""pp_brewery_maize_brewery_maintenance"",""pp_brewery_bavarian_brewery_maintenance"",""pp_brewery_honey_brewery_maintenance"",""pp_brewery_rice_brewery_maintenance""]","[[""pp_brewery_wheat_brewery_maintenance"",""pp_brewery_millet_brewery_maintenance"",""pp_brewery_fruit_brewery_maintenance"",""pp_brewery_maize_brewery_maintenance"",""pp_brewery_bavarian_brewery_maintenance"",""pp_brewery_honey_brewery_maintenance"",""pp_brewery_rice_brewery_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
beer_workshop,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""brewery""]",[],"[""pp_beer_workshop_wheat_beer_workshop_maintenance"",""pp_beer_workshop_millet_beer_workshop_maintenance"",""pp_beer_workshop_fruit_beer_workshop_maintenance"",""pp_beer_workshop_maize_beer_workshop_maintenance"",""pp_beer_workshop_bavarian_beer_workshop_maintenance"",""pp_beer_workshop_honey_beer_workshop_maintenance"",""pp_beer_workshop_rice_beer_workshop_maintenance""]","[[""pp_beer_workshop_wheat_beer_workshop_maintenance"",""pp_beer_workshop_millet_beer_workshop_maintenance"",""pp_beer_workshop_fruit_beer_workshop_maintenance"",""pp_beer_workshop_maize_beer_workshop_maintenance"",""pp_beer_workshop_bavarian_beer_workshop_maintenance"",""pp_beer_workshop_honey_beer_workshop_maintenance"",""pp_beer_workshop_rice_beer_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_beer_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_beer_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
brewery_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""beer_workshop""]",[],"[""pp_brewery_manufactory_brewery_manufactory_maintenance""]","[[""pp_brewery_manufactory_brewery_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
brewery_mill,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""brewery_manufactory""]",[],"[""pp_brewery_mill_brewery_mill_maintenance""]","[[""pp_brewery_mill_brewery_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_brewery_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
scriptorium,consumer_goods_category,,,,,,,,unresolved,clergy,0.3,,guild_max_level,[],[],"[""pp_scriptorium_scriptorium_maintenance""]","[[""pp_scriptorium_scriptorium_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_scriptorium.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_scriptorium.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
printing_press_shop,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""scriptorium""]",[],"[""pp_printing_press_shop_printing_press_maintenance""]","[[""pp_printing_press_shop_printing_press_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_press_shop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_press_shop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
printing_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""printing_press_shop""]",[],"[""pp_printing_manufactory_printing_manufactory_maintenance""]","[[""pp_printing_manufactory_printing_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
printing_mill,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""printing_manufactory""]",[],"[""pp_printing_mill_printing_mill_maintenance""]","[[""pp_printing_mill_printing_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_printing_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cannon_maker,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_cannon_maker_cannon_maker_lumber_maintenance"",""pp_cannon_maker_cannon_maker_bronze_maintenance"",""pp_cannon_maker_cannon_maker_iron_maintenance"",""pp_cannon_maker_cannon_maker_ammunition_stone_maintenance"",""pp_cannon_maker_cannon_maker_ammunition_lead_maintenance"",""pp_cannon_maker_cannon_maker_ammunition_iron_maintenance""]","[[""pp_cannon_maker_cannon_maker_lumber_maintenance"",""pp_cannon_maker_cannon_maker_bronze_maintenance"",""pp_cannon_maker_cannon_maker_iron_maintenance""],[""pp_cannon_maker_cannon_maker_ammunition_stone_maintenance"",""pp_cannon_maker_cannon_maker_ammunition_lead_maintenance"",""pp_cannon_maker_cannon_maker_ammunition_iron_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_maker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_maker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cannon_workshop,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""cannon_maker""]",[],"[""pp_cannon_workshop_cannon_workshop_bronze_maintenance"",""pp_cannon_workshop_cannon_workshop_iron_maintenance"",""pp_cannon_workshop_cannon_workshop_ammunition_stone_maintenance"",""pp_cannon_workshop_cannon_workshop_ammunition_lead_maintenance"",""pp_cannon_workshop_cannon_workshop_ammunition_iron_maintenance""]","[[""pp_cannon_workshop_cannon_workshop_bronze_maintenance"",""pp_cannon_workshop_cannon_workshop_iron_maintenance""],[""pp_cannon_workshop_cannon_workshop_ammunition_stone_maintenance"",""pp_cannon_workshop_cannon_workshop_ammunition_lead_maintenance"",""pp_cannon_workshop_cannon_workshop_ammunition_iron_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cannon_foundry,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""cannon_workshop""]",[],"[""pp_cannon_foundry_cannon_foundry_maintenance""]","[[""pp_cannon_foundry_cannon_foundry_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_foundry.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannon_foundry.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cannons_factory,weapons_industry_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""cannon_foundry""]",[],"[""pp_cannons_factory_gun_factory_maintenance""]","[[""pp_cannons_factory_gun_factory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannons_factory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cannons_factory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cloth_guild,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,cloth_guild_max_level,[],[],"[""pp_cloth_guild_cotton_cloth_guild_maintenance"",""pp_cloth_guild_wool_cloth_guild_maintenance"",""pp_cloth_guild_fiber_crops_cloth_guild_maintenance""]","[[""pp_cloth_guild_cotton_cloth_guild_maintenance"",""pp_cloth_guild_wool_cloth_guild_maintenance"",""pp_cloth_guild_fiber_crops_cloth_guild_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cloth_workshop,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""cloth_guild""]",[],"[""pp_cloth_workshop_cotton_cloth_workshop_maintenance"",""pp_cloth_workshop_wool_cloth_workshop_maintenance"",""pp_cloth_workshop_fiber_crops_cloth_workshop_maintenance""]","[[""pp_cloth_workshop_cotton_cloth_workshop_maintenance"",""pp_cloth_workshop_wool_cloth_workshop_maintenance"",""pp_cloth_workshop_fiber_crops_cloth_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
cloth_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""cloth_workshop""]",[],"[""pp_cloth_manufactory_wool_cloth_manufactory_maintenance"",""pp_cloth_manufactory_cotton_cloth_manufactory_maintenance"",""pp_cloth_manufactory_fiber_crops_cloth_manufactory_maintenance""]","[[""pp_cloth_manufactory_wool_cloth_manufactory_maintenance"",""pp_cloth_manufactory_cotton_cloth_manufactory_maintenance"",""pp_cloth_manufactory_fiber_crops_cloth_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cloth_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
textile_mill,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""cloth_manufactory""]",[],"[""pp_textile_mill_cotton_mill_maintenance"",""pp_textile_mill_wool_mill_maintenance"",""pp_textile_mill_fiber_crops_mill_maintenance""]","[[""pp_textile_mill_cotton_mill_maintenance"",""pp_textile_mill_wool_mill_maintenance"",""pp_textile_mill_fiber_crops_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_textile_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_textile_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dyes_guild,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_dyes_guild_dyes_guild_maintenance"",""pp_dyes_guild_alum_dyes_guild_maintenance""]","[[""pp_dyes_guild_dyes_guild_maintenance"",""pp_dyes_guild_alum_dyes_guild_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dyes_workshop,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""dyes_guild""]",[],"[""pp_dyes_workshop_dyes_workshop_maintenance""]","[[""pp_dyes_workshop_dyes_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dyesworks,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""dyes_workshop""]",[],"[""pp_dyesworks_dyesworks_maintenance""]","[[""pp_dyesworks_dyesworks_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyesworks.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyesworks.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
dyes_mill,basic_industry_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""dyesworks""]",[],"[""pp_dyes_mill_dyesmill_maintenance""]","[[""pp_dyes_mill_dyesmill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_dyes_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
fine_cloth_guild,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,fine_cloth_guild_max_level,[],[],"[""pp_fine_cloth_guild_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_wool_weavers_maintenance"",""pp_fine_cloth_guild_silk_weavers_maintenance"",""pp_fine_cloth_guild_spanish_cloth_maintenance"",""pp_fine_cloth_guild_standard_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_alum_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_fur_trim_guild_maintenance""]","[[""pp_fine_cloth_guild_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_wool_weavers_maintenance"",""pp_fine_cloth_guild_silk_weavers_maintenance"",""pp_fine_cloth_guild_spanish_cloth_maintenance""],[""pp_fine_cloth_guild_standard_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_alum_fine_cloth_guild_maintenance"",""pp_fine_cloth_guild_fur_trim_guild_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
fine_cloth_workshop,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""fine_cloth_guild""]",[],"[""pp_fine_cloth_workshop_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_wool_weavers_workshop_maintenance"",""pp_fine_cloth_workshop_silk_weavers_workshop_maintenance"",""pp_fine_cloth_workshop_spanish_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_standard_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_alum_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_fur_trim_workshop_maintenance""]","[[""pp_fine_cloth_workshop_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_wool_weavers_workshop_maintenance"",""pp_fine_cloth_workshop_silk_weavers_workshop_maintenance"",""pp_fine_cloth_workshop_spanish_cloth_workshop_maintenance""],[""pp_fine_cloth_workshop_standard_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_alum_fine_cloth_workshop_maintenance"",""pp_fine_cloth_workshop_fur_trim_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
