file,enabled,tag,mode,footprint,pop_type,employment,bcat,method,pm_category,produced,output,out_value,n_goods,inputs,goods_cost,labour,total_cost,labour_share,cost_over_out,unknown_goods
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_maize,building_maintenance,maize,1.54,1.54,4,tools=0.21 livestock=0.24 lumber=0.12 fiber_crops=0.14,1.5325,0.0,1.5325,0.0,0.9951,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_rice,building_maintenance,rice,1.54,1.54,4,tools=0.21 livestock=0.26 lumber=0.12 clay=0.43,1.4975,0.0,1.4975,0.0,0.9724,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_legumes,building_maintenance,legumes,1.56,1.56,4,tools=0.21 horses=0.17 livestock=0.11 cloth=0.05,1.5075,0.0,1.5075,0.0,0.9663,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_potato,building_maintenance,potato,1.56,1.56,4,tools=0.21 livestock=0.26 clay=0.29 cloth=0.1,1.5175,0.0,1.5175,0.0,0.9728,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_olives,building_maintenance,olives,1.54,1.54,4,tools=0.21 livestock=0.26 lumber=0.12 pottery=0.14,1.4225,0.0,1.4225,0.0,0.9237,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_no_beeswax,building_maintenance,,,,0,,0,0.0,0.0,,,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_hedgerow_hives,building_maintenance,beeswax,0.31,0.62,4,tools=0.04 lumber=0.1 fiber_crops=0.08 pottery=0.05,0.515,0.0,0.515,0.0,0.8306,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_no_worker_victuals,building_maintenance,,,,0,,0,0.0,0.0,,,
farming_village_rotations.yml,True,farming_village_rotations,CREATE,farm_land,peasants,1,village_category,pp_farming_village_rotations_worker_victuals,building_maintenance,victuals,0.033,0.099,0,,0,0.0,0.0,,0.0,
fiber_crops_farm.yml,True,fiber_crops_farm,REPLACE,farm_land,laborers,1,rgo_building_category,pp_fiber_crops_farm_base_fiber_crops,building_maintenance,fiber_crops,0.088,0.176,0,,0,0.0,0.0,,0.0,
fiber_crops_farm.yml,True,fiber_crops_farm,REPLACE,farm_land,laborers,1,rgo_building_category,pp_fiber_crops_farm_field_harvest,building_maintenance,,,,0,,0,0.0,0.0,,,
fiber_crops_farm.yml,True,fiber_crops_farm,REPLACE,farm_land,laborers,1,rgo_building_category,pp_fiber_crops_farm_retting_yards,building_maintenance,fiber_crops,0.187,0.374,4,livestock=0.09 clay=0.18 coal=0.03 leather=0.017,0.336,0.0,0.336,0.0,0.8984,
fiber_dressing_yard.yml,True,fiber_dressing_yard,CREATE,farm_land,laborers,1,rgo_building_category,pp_fiber_dressing_yard_base_fiber_crops,building_maintenance,fiber_crops,0.105,0.21,0,,0,0.0,0.0,,0.0,
fiber_dressing_yard.yml,True,fiber_dressing_yard,CREATE,farm_land,laborers,1,rgo_building_category,pp_fiber_dressing_yard_no_dressing,building_maintenance,,,,0,,0,0.0,0.0,,,
fiber_dressing_yard.yml,True,fiber_dressing_yard,CREATE,farm_land,laborers,1,rgo_building_category,pp_fiber_dressing_yard_retting_pits,building_maintenance,fiber_crops,0.57,1.14,4,livestock=0.24 legumes=0.24 clay=0.4 coal=0.2,1.2,0.0,1.2,0.0,1.0526,
field_management.yml,True,field_management,CREATE,capacity_source,peasants,0.05,infrastructure_category,pp_field_management_maintenance,building_maintenance,,,,1,manual_labor=0.018 livestock=0.005,0.0075,0.018,0.0255,0.7059,,
field_management.yml,True,field_management,CREATE,capacity_source,peasants,0.05,infrastructure_category,pp_field_management_folding,building_maintenance,,,,1,livestock=0.03 manual_labor=0.01,0.045,0.01,0.055,0.1818,,
field_management.yml,True,field_management,CREATE,capacity_source,peasants,0.05,infrastructure_category,pp_field_management_marling,building_maintenance,,,,1,stone=0.025 manual_labor=0.014,0.025,0.014,0.039,0.359,,
field_management_convertible.yml,True,field_management_convertible,CREATE,capacity_source,peasants,0.075,infrastructure_category,pp_field_management_convertible_leys,building_maintenance,,,,2,legumes=0.04 livestock=0.02 manual_labor=0.012,0.07,0.012,0.082,0.1463,,
field_management_convertible.yml,True,field_management_convertible,CREATE,capacity_source,peasants,0.075,infrastructure_category,pp_field_management_convertible_stall_manure,building_maintenance,,,,1,livestock=0.05 manual_labor=0.01,0.075,0.01,0.085,0.1176,,
field_management_convertible.yml,True,field_management_convertible,CREATE,capacity_source,peasants,0.075,infrastructure_category,pp_field_management_convertible_marling,building_maintenance,,,,2,stone=0.05 tools=0.01 manual_labor=0.01,0.0825,0.01,0.0925,0.1081,,
field_management_improved.yml,True,field_management_improved,CREATE,capacity_source,peasants,0.1,infrastructure_category,pp_field_management_improved_four_course,building_maintenance,,,,3,legumes=0.04 livestock=0.02 tools=0.015 manual_labor=0.006,0.1187,0.006,0.1247,0.0481,,
field_management_improved.yml,True,field_management_improved,CREATE,capacity_source,peasants,0.1,infrastructure_category,pp_field_management_improved_drill,building_maintenance,,,,2,tools=0.022 horses=0.015 manual_labor=0.006,0.1165,0.006,0.1225,0.049,,
field_management_improved.yml,True,field_management_improved,CREATE,capacity_source,peasants,0.1,infrastructure_category,pp_field_management_improved_liming,building_maintenance,,,,2,stone=0.06 tools=0.015 manual_labor=0.008,0.1087,0.008,0.1167,0.0685,,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_fine_cloth_guild_maintenance,guild_input,fine_cloth,0.5,3.0,1,cloth=0.988,2.964,0.0,2.964,0.0,0.988,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_wool_weavers_maintenance,guild_input,fine_cloth,0.5,3.0,1,wool=1.186,2.965,0.0,2.965,0.0,0.9883,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_silk_weavers_maintenance,guild_input,fine_cloth,0.7,4.2,1,silk=1.041,4.164,0.0,4.164,0.0,0.9914,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_spanish_cloth_maintenance,guild_input,fine_cloth,0.5,3.0,1,wool=1.186,2.965,0.0,2.965,0.0,0.9883,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_standard_fine_cloth_guild_maintenance,guild_input,fine_cloth,0.1,0.6,1,dyes=0.141,0.564,0.0,0.564,0.0,0.94,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_alum_fine_cloth_guild_maintenance,guild_input,fine_cloth,0.2,1.2,2,alum=0.061 dyes=0.245,1.163,0.0,1.163,0.0,0.9692,
fine_cloth_guild.yml,True,fine_cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_guild_fur_trim_guild_maintenance,guild_input,fine_cloth,0.2,1.2,1,fur=0.582,1.164,0.0,1.164,0.0,0.97,
fine_cloth_manufactory.yml,True,fine_cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_fine_cloth_manufactory_silk_cloth_manufactory_maintenance,manufactory_input,fine_cloth,2.0,12.0,1,silk=2.963,11.852,0.0,11.852,0.0,0.9877,
fine_cloth_manufactory.yml,True,fine_cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_fine_cloth_manufactory_fine_cloth_manufactory_maintenance,manufactory_input,fine_cloth,2.0,12.0,1,cloth=3.951,11.853,0.0,11.853,0.0,0.9878,
fine_cloth_manufactory.yml,True,fine_cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_fine_cloth_manufactory_standard_cloth_manufactory_maintenance,guild_input,fine_cloth,0.2,1.2,1,dyes=0.263,1.052,0.0,1.052,0.0,0.8767,
fine_cloth_manufactory.yml,True,fine_cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_fine_cloth_manufactory_alum_fine_cloth_manufactory_maintenance,guild_input,fine_cloth,0.4,2.4,2,dyes=0.475 alum=0.118,2.254,0.0,2.254,0.0,0.9392,
fine_cloth_mill.yml,True,fine_cloth_mill,REPLACE,mill_works,laborers,1.0,consumer_goods_category,pp_fine_cloth_mill_fine_cloth_mill_maintenance,mills_input,fine_cloth,4.0,24.0,2,cloth=7.249 dyes=0.49,23.707,0.0,23.707,0.0,0.9878,
fine_cloth_mill.yml,True,fine_cloth_mill,REPLACE,mill_works,laborers,1.0,consumer_goods_category,pp_fine_cloth_mill_silk_cloth_mill_maintenance,mills_input,fine_cloth,4.0,24.0,2,silk=5.441 dyes=0.486,23.708,0.0,23.708,0.0,0.9878,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_fine_cloth_workshop_maintenance,workshop_input,fine_cloth,0.6,3.6,1,cloth=1.157,3.471,0.0,3.471,0.0,0.9642,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_wool_weavers_workshop_maintenance,workshop_input,fine_cloth,0.6,3.6,1,wool=1.388,3.47,0.0,3.47,0.0,0.9639,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_silk_weavers_workshop_maintenance,workshop_input,fine_cloth,0.8,4.8,1,silk=1.168,4.672,0.0,4.672,0.0,0.9733,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_spanish_cloth_workshop_maintenance,workshop_input,fine_cloth,0.6,3.6,1,wool=1.388,3.47,0.0,3.47,0.0,0.9639,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_standard_fine_cloth_workshop_maintenance,workshop_input,fine_cloth,0.12,0.72,1,dyes=0.148,0.592,0.0,0.592,0.0,0.8222,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_alum_fine_cloth_workshop_maintenance,workshop_input,fine_cloth,0.25,1.5,2,alum=0.066 dyes=0.293,1.37,0.0,1.37,0.0,0.9133,
fine_cloth_workshop.yml,True,fine_cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_fine_cloth_workshop_fur_trim_workshop_maintenance,workshop_input,fine_cloth,0.25,1.5,1,fur=0.685,1.37,0.0,1.37,0.0,0.9133,
firearms_factory.yml,True,firearms_factory,REPLACE,mill_works,laborers,1.0,weapons_industry_category,pp_firearms_factory_firearms_factory_maintenance,mills_input,firearms,4.0,12.0,3,steel=1.773 lead=0.533 saltpeter=0.888,11.707,0.0,11.707,0.0,0.9756,
firearms_manufactory.yml,True,firearms_manufactory,REPLACE,manufactory,burghers,0.3,weapons_industry_category,pp_firearms_manufactory_firearms_manufactory_maintenance,manufactory_input,firearms,2.0,6.0,5,lumber=0.379 coal=0.379 iron=1.009 lead=0.127 saltpeter=0.252,5.7107,0.0,5.7107,0.0,0.9518,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_base_fish,building_maintenance,fish,0.05,0.05,0,,0,0.0,0.0,,0.0,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_maintenance,building_maintenance,fish,0.279,0.279,2,salt=0.015 tools=0.063,0.2797,0.0,0.2797,0.0,1.0027,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_arctic_fishing_village_maintenance,building_maintenance,fish,0.085,0.085,2,salt=0.005 ivory=0.014,0.081,0.0,0.081,0.0,0.9529,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_strand_line,building_maintenance,,,,0,,0,0.0,0.0,,,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_clinker_craft,building_maintenance,fish,0.042,0.042,1,lumber=0.027,0.0473,0.0,0.0473,0.0,1.125,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_no_freshwater_works,building_maintenance,,,,0,,0,0.0,0.0,,,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_wattle_weirs,building_maintenance,fish,0.059,0.059,2,lumber=0.018 fiber_crops=0.014,0.0595,0.0,0.0595,0.0,1.0085,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_stew_ponds,building_maintenance,fish,0.04,0.04,2,clay=0.022 lumber=0.014,0.0355,0.0,0.0355,0.0,0.8875,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_no_worker_victuals,building_maintenance,,,,0,,0,0.0,0.0,,,
fishing_village.yml,True,fishing_village,REPLACE,rural_village,peasants,1,village_category,pp_fishing_village_worker_victuals,building_maintenance,victuals,0.033,0.099,0,,0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_base_leather,building_maintenance,leather,0.04,0.12,0,,0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_base_wild_game,building_maintenance,wild_game,0.06,0.06,0,,0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_base_fur,building_maintenance,fur,0.027,0.054,0,,0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_base_beeswax,building_maintenance,beeswax,0.05,0.1,0,,0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_tannery,building_maintenance,leather,0.039,0.117,3,sand=0 tar=0 wild_game=0.1,0.1,0.0,0.1,0.0,0.8547,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_hunting_lodges,building_maintenance,wild_game,0.063,0.063,1,weaponry=0,0.0,0.0,0.0,,0.0,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_fur_trapping,building_maintenance,fur,0.064,0.128,2,tools=0.013 weaponry=0.021,0.1052,0.0,0.1052,0.0,0.8223,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_forest_apiary,building_maintenance,beeswax,0.13,0.26,1,cloth=0.08,0.24,0.0,0.24,0.0,0.9231,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_no_worker_victuals,building_maintenance,,,,0,,0,0.0,0.0,,,
forest_village.yml,True,forest_village,REPLACE,rural_village,peasants,1,village_category,pp_forest_village_worker_victuals,building_maintenance,victuals,0.033,0.099,0,,0,0.0,0.0,,0.0,
fruit_orchard.yml,True,fruit_orchard,REPLACE,farm_land,peasants,1,rgo_building_category,pp_fruit_orchard_base_fruit,building_maintenance,fruit,0.06,0.06,0,,0,0.0,0.0,,0.0,
fruit_orchard.yml,True,fruit_orchard,REPLACE,farm_land,peasants,1,rgo_building_category,pp_fruit_orchard_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
fruit_orchard.yml,True,fruit_orchard,REPLACE,farm_land,peasants,1,rgo_building_category,pp_fruit_orchard_maintenance,building_maintenance,fruit,0.166,0.166,1,lumber=0.105,0.1837,0.0,0.1837,0.0,1.1069,
fruit_orchard.yml,True,fruit_orchard,REPLACE,farm_land,peasants,1,rgo_building_category,pp_fruit_orchard_no_worker_victuals,building_maintenance,,,,0,,0,0.0,0.0,,,
fruit_orchard.yml,True,fruit_orchard,REPLACE,farm_land,peasants,1,rgo_building_category,pp_fruit_orchard_worker_victuals,building_maintenance,victuals,0.033,0.099,0,,0,0.0,0.0,,0.0,
furniture_guild.yml,True,furniture_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_furniture_guild_furniture_maintenance,guild_input,furniture,1.0,3.0,3,lumber=1.047 dyes=0.157 tools=0.157,2.9705,0.0,2.9705,0.0,0.9902,
furniture_manufactory.yml,True,furniture_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_furniture_manufactory_furniture_manufactory_maintenance,manufactory_input,furniture,2.0,6.0,3,lumber=2.259 dyes=0.251 tools=0.251,5.773,0.0,5.773,0.0,0.9622,
furniture_mill.yml,True,furniture_mill,REPLACE,mill_works,laborers,1.0,consumer_goods_category,pp_furniture_mill_furniture_mill_maintenance,mills_input,furniture,4.0,12.0,3,lumber=4.562 dyes=0.532 tools=0.532,11.8405,0.0,11.8405,0.0,0.9867,
furniture_workshop.yml,True,furniture_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_furniture_workshop_furniture_workshop_maintenance,workshop_input,furniture,1.1,3.3,3,lumber=1.173 dyes=0.141 tools=0.141,3.075,0.0,3.075,0.0,0.9318,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_base_gems,building_maintenance,gems,0.07,0.28,0,,0,0.0,0.0,,0.0,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_gems,building_maintenance,gems,0.385,1.54,2,lumber=0.322 tools=0.27,1.441,0.0,1.441,0.0,0.9357,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_gold,building_maintenance,goods_gold,0.026,0.234,2,lumber=0.05 tools=0.03,0.185,0.0,0.185,0.0,0.7906,
gem_gravel_pit.yml,True,gem_gravel_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_gravel_pit_sand,building_maintenance,sand,0.192,0.096,2,lumber=0.03 tools=0.01,0.085,0.0,0.085,0.0,0.8854,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_base_gems,building_maintenance,gems,0.07,0.28,0,,0,0.0,0.0,,0.0,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_gems,building_maintenance,gems,0.476,1.904,2,lumber=0.382 tools=0.34,1.7735,0.0,1.7735,0.0,0.9315,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_gold,building_maintenance,goods_gold,0.026,0.234,2,lumber=0.05 tools=0.04,0.2175,0.0,0.2175,0.0,0.9295,
gem_sluice.yml,True,gem_sluice,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gem_sluice_sand,building_maintenance,sand,0.198,0.099,2,lumber=0.03 tools=0.02,0.1175,0.0,0.1175,0.0,1.1869,
glass_guild.yml,True,glass_guild,REPLACE,urban_workshop,burghers,0.3,basic_industry_category,pp_glass_guild_glass_guild_maintenance,guild_input,glass,0.75,2.25,3,lumber=0.219 sand=1.094 tools=0.416,2.2822,0.0,2.2822,0.0,1.0143,
glass_guild.yml,True,glass_guild,REPLACE,urban_workshop,burghers,0.3,basic_industry_category,pp_glass_guild_metal_glass_guild_maintenance,guild_input,glass,1.0,3.0,5,lumber=0.355 sand=1.148 tools=0.47 alum=0.046 lead=0.091,3.0427,0.0,3.0427,0.0,1.0142,
glass_mill.yml,True,glass_mill,REPLACE,mill_works,laborers,1.0,basic_industry_category,pp_glass_mill_glassmill_maintenance,guild_input,glass,4.0,12.0,6,lumber=0.721 sand=4.329 stone=0.361 tools=1.731 coal=1.082 alum=0.188,12.141,0.0,12.141,0.0,1.0117,
glass_workshop.yml,True,glass_workshop,REPLACE,urban_workshop,burghers,0.3,basic_industry_category,pp_glass_workshop_metal_glass_workshop_maintenance,workshop_input,glass,1.1,3.3,5,lumber=0.376 sand=1.174 tools=0.481 alum=0.047 lead=0.106,3.1612,0.0,3.1612,0.0,0.958,
glassworks.yml,True,glassworks,REPLACE,manufactory,burghers,0.3,basic_industry_category,pp_glassworks_glassworks_maintenance,workshop_input,glass,2.0,6.0,6,lumber=0.489 sand=2.574 stone=0.231 tools=0.733 coal=0.489 alum=0.052,5.89,0.0,5.89,0.0,0.9817,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_base_gold,building_maintenance,goods_gold,0.1,0.9,0,,0,0.0,0.0,,0.0,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_gold,building_maintenance,goods_gold,0.2,1.8,2,lumber=0.43 tools=0.23,1.5,0.0,1.5,0.0,0.8333,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_silver,building_maintenance,silver,0.04,0.24,2,lumber=0.05 tools=0.04,0.2175,0.0,0.2175,0.0,0.9063,
gold_diggings.yml,True,gold_diggings,CREATE,extractive_open,laborers,1,rgo_building_category,pp_gold_diggings_copper,building_maintenance,copper,0.056,0.168,2,lumber=0.04 tools=0.03,0.1675,0.0,0.1675,0.0,0.997,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_base_gold,building_maintenance,goods_gold,0.1,0.9,0,,0,0.0,0.0,,0.0,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_gold,building_maintenance,goods_gold,0.26,2.34,3,lumber=0.367 tools=0.31 mercury=0.09,1.9198,0.0,1.9198,0.0,0.8204,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_silver,building_maintenance,silver,0.047,0.282,3,lumber=0.05 tools=0.04 mercury=0.01,0.2475,0.0,0.2475,0.0,0.8777,
gold_stamp_mill.yml,True,gold_stamp_mill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_gold_stamp_mill_copper,building_maintenance,copper,0.1,0.3,3,lumber=0.05 tools=0.03 mercury=0.01,0.215,0.0,0.215,0.0,0.7167,
grain_house.yml,True,grain_house,REPLACE,rural_processing,laborers,granary_employment,infrastructure_category,pp_grain_house_maintenance,building_maintenance,,,,1,stone=0.02,0.02,0.0,0.02,0.0,,
granary.yml,True,granary,REPLACE,rural_processing,laborers,0.25,infrastructure_category,pp_granary_maintenance,building_maintenance,,,,1,stone=0.02,0.02,0.0,0.02,0.0,,
grand_shipyard.yml,True,grand_shipyard,REPLACE,maritime,soldiers,grand_shipyard_employment,naval_category,pp_grand_shipyard_maintenance,building_maintenance,,,,5,tar=1.6 naval_supplies=0.8 tools=1.6 lumber=1.6 victuals=3.2,23.2,0.0,23.2,0.0,,
gun_smith.yml,True,gun_smith,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_gun_smith_guns_guild_lumber_maintenance,guild_input,firearms,0.15,0.45,3,lumber=0.134 iron=0.04 tools=0.018,0.433,0.0,0.433,0.0,0.9622,
gun_smith.yml,True,gun_smith,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_gun_smith_guns_guild_bronze_maintenance,guild_input,firearms,1.0,3.0,3,copper=0.569 tin=0.114 tools=0.342,3.0465,0.0,3.0465,0.0,1.0155,
gun_smith.yml,True,gun_smith,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_gun_smith_guns_guild_iron_maintenance,guild_input,firearms,1.0,3.0,2,iron=0.559 tools=0.336,3.0485,0.0,3.0485,0.0,1.0162,
gun_smith.yml,True,gun_smith,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_gun_smith_guns_guild_ammunition_lead_maintenance,guild_input,firearms,0.16,0.48,2,lead=0.111 saltpeter=0.111,0.444,0.0,0.444,0.0,0.925,
gun_smith.yml,True,gun_smith,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_gun_smith_guns_guild_ammunition_iron_maintenance,guild_input,firearms,0.2,0.6,2,iron=0.102 saltpeter=0.102,0.561,0.0,0.561,0.0,0.935,
guns_workshop.yml,True,guns_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_guns_workshop_guns_workshop_bronze_maintenance,workshop_input,firearms,1.1,3.3,3,copper=0.601 tin=0.12 tools=0.375,3.2618,0.0,3.2618,0.0,0.9884,
guns_workshop.yml,True,guns_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_guns_workshop_guns_workshop_iron_maintenance,workshop_input,firearms,1.0,3.0,2,iron=0.534 tools=0.333,2.9513,0.0,2.9513,0.0,0.9838,
guns_workshop.yml,True,guns_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_guns_workshop_guns_workshop_ammunition_lead_maintenance,workshop_input,firearms,0.2,0.6,2,lead=0.12 saltpeter=0.12,0.48,0.0,0.48,0.0,0.8,
guns_workshop.yml,True,guns_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_guns_workshop_guns_workshop_ammunition_iron_maintenance,workshop_input,firearms,0.25,0.75,2,iron=0.12 saltpeter=0.12,0.66,0.0,0.66,0.0,0.88,
